0.00164741, 0.00164741, 0.000933953, 0.000516344, 0.000278001, 0.000145599, 7.41493e-05, 3.67734e-05, 1.78652e-05, 8.63838e-06, 4.30781e-06, 2.35911e-06, 1.52143e-06, 1.17886e-06, 1.04627e-06, 9.98038e-07, 9.8177e-07, 9.76853e-07, 9.75695e-07, 9.75695e-07, 
0.00256025, 0.00256025, 0.00200936, 0.00128345, 0.000691093, 0.000335398, 0.000158055, 7.45301e-05, 3.49406e-05, 1.62167e-05, 7.55736e-06, 3.68819e-06, 2.03039e-06, 1.35337e-06, 1.09145e-06, 9.96174e-07, 9.64024e-07, 9.54296e-07, 9.51995e-07, 9.51995e-07, 
0.00412454, 0.00412454, 0.00288001, 0.00176015, 0.000948043, 0.000470549, 0.000226827, 0.000108273, 5.08805e-05, 2.34467e-05, 1.06922e-05, 4.97757e-06, 2.52546e-06, 1.52334e-06, 1.13549e-06, 9.94381e-07, 9.46741e-07, 9.32311e-07, 9.28886e-07, 9.28886e-07, 
0.0056394, 0.0056394, 0.00372479, 0.00222241, 0.00119697, 0.000601477, 0.000293504, 0.000141016, 6.63574e-05, 3.04704e-05, 1.37391e-05, 6.23149e-06, 3.00727e-06, 1.68887e-06, 1.17843e-06, 9.92656e-07, 9.29909e-07, 9.10885e-07, 9.06352e-07, 9.06352e-07, 
0.00710649, 0.00710649, 0.00454369, 0.00267067, 0.00143844, 0.000728529, 0.00035823, 0.000172813, 8.13933e-05, 3.72966e-05, 1.67016e-05, 7.45126e-06, 3.47622e-06, 1.85009e-06, 1.22029e-06, 9.90997e-07, 9.13517e-07, 8.90003e-07, 8.8438e-07, 8.8438e-07, 
0.00852725, 0.00852725, 0.00533751, 0.00310538, 0.00167269, 0.000851825, 0.000421067, 0.000203694, 9.6002e-05, 4.39317e-05, 1.95824e-05, 8.6379e-06, 3.93266e-06, 2.00711e-06, 1.26109e-06, 9.89402e-07, 8.97553e-07, 8.69651e-07, 8.62954e-07, 8.62954e-07, 
0.00990312, 0.00990312, 0.00610705, 0.00352694, 0.00189994, 0.000971478, 0.00048207, 0.000233686, 0.000110196, 5.03811e-05, 2.23837e-05, 9.79235e-06, 4.37694e-06, 2.16004e-06, 1.30087e-06, 9.87868e-07, 8.82006e-07, 8.49816e-07, 8.42062e-07, 8.42062e-07, 
0.0112355, 0.0112355, 0.00685304, 0.00393575, 0.0021204, 0.0010876, 0.000541295, 0.000262816, 0.000123987, 5.66501e-05, 2.51079e-05, 1.09155e-05, 4.80938e-06, 2.30898e-06, 1.33964e-06, 9.86393e-07, 8.66865e-07, 8.30484e-07, 8.2169e-07, 8.2169e-07, 
0.0125258, 0.0125258, 0.0075762, 0.0043322, 0.00233427, 0.00120029, 0.000598793, 0.000291107, 0.000137387, 6.27439e-05, 2.7757e-05, 1.20082e-05, 5.23032e-06, 2.45403e-06, 1.37744e-06, 9.84975e-07, 8.5212e-07, 8.11643e-07, 8.01825e-07, 8.01825e-07, 
0.0137753, 0.0137753, 0.00827724, 0.00471667, 0.00254174, 0.00130965, 0.000654616, 0.000318585, 0.000150408, 6.86675e-05, 3.03333e-05, 1.30713e-05, 5.64004e-06, 2.5953e-06, 1.41428e-06, 9.83612e-07, 8.37759e-07, 7.93281e-07, 7.82455e-07, 7.82455e-07, 
0.0149852, 0.0149852, 0.00895683, 0.00508951, 0.00274302, 0.00141579, 0.000708811, 0.000345274, 0.000163059, 7.44255e-05, 3.28386e-05, 1.41057e-05, 6.03886e-06, 2.73289e-06, 1.45019e-06, 9.82302e-07, 8.23774e-07, 7.75385e-07, 7.63567e-07, 7.63567e-07, 
0.016157, 0.016157, 0.00961563, 0.00545109, 0.00293828, 0.00151879, 0.000761428, 0.000371195, 0.000175351, 8.00227e-05, 3.52751e-05, 1.5112e-05, 6.42706e-06, 2.86689e-06, 1.4852e-06, 9.81044e-07, 8.10153e-07, 7.57943e-07, 7.4515e-07, 7.4515e-07, 
0.0172917, 0.0172917, 0.0102543, 0.00580173, 0.00312771, 0.00161875, 0.000812511, 0.00039637, 0.000187296, 8.54634e-05, 3.76444e-05, 1.6091e-05, 6.80493e-06, 2.9974e-06, 1.51932e-06, 9.79835e-07, 7.96889e-07, 7.40944e-07, 7.27191e-07, 7.27191e-07, 
0.0183905, 0.0183905, 0.0108734, 0.00614177, 0.00331148, 0.00171576, 0.000862106, 0.000420823, 0.000198901, 9.07522e-05, 3.99486e-05, 1.70436e-05, 7.17274e-06, 3.1245e-06, 1.55259e-06, 9.78674e-07, 7.83971e-07, 7.24377e-07, 7.09679e-07, 7.09679e-07, 
